time,pv
2014-07-01 01:13:00,0.0
2014-07-01 01:14:00,0.0
2014-07-01 01:15:00,0.0
2014-07-01 01:16:00,0.0
2014-07-01 01:17:00,0.0
2014-07-01 01:18:00,0.0
2014-07-01 01:19:00,0.0
2014-07-01 01:20:00,0.0
2014-07-01 01:21:00,0.0
2014-07-01 01:22:00,0.0
2014-07-01 01:23:00,0.0
2014-07-01 01:24:00,0.0
2014-07-01 01:25:00,0.0
2014-07-01 01:26:00,0.0
2014-07-01 01:27:00,0.0
2014-07-01 01:28:00,0.0
2014-07-01 01:29:00,0.0
2014-07-01 01:30:00,0.0
2014-07-01 01:31:00,0.0
2014-07-01 01:32:00,0.0
2014-07-01 01:33:00,0.0
2014-07-01 01:34:00,0.0
2014-07-01 01:35:00,0.0
2014-07-01 01:36:00,0.0
2014-07-01 01:37:00,0.0
2014-07-01 01:38:00,0.0
2014-07-01 01:39:00,0.0
2014-07-01 01:40:00,0.0
2014-07-01 01:41:00,0.0
2014-07-01 01:42:00,0.0
2014-07-01 01:43:00,0.0
2014-07-01 01:44:00,0.0
2014-07-01 01:45:00,0.0
2014-07-01 01:46:00,0.0
2014-07-01 01:47:00,0.0
2014-07-01 01:48:00,0.0
2014-07-01 01:49:00,0.0
2014-07-01 01:50:00,0.0
2014-07-01 01:51:00,0.0
2014-07-01 01:52:00,0.0
2014-07-01 01:53:00,0.0
2014-07-01 01:54:00,0.0
2014-07-01 01:55:00,0.0
2014-07-01 01:56:00,0.0
2014-07-01 01:57:00,0.0
2014-07-01 01:58:00,0.0
2014-07-01 01:59:00,0.0
2014-07-01 02:00:00,0.0
2014-07-01 02:01:00,0.0
2014-07-01 02:02:00,0.0
2014-07-01 02:03:00,0.0
2014-07-01 02:04:00,0.0
2014-07-01 02:05:00,0.0
2014-07-01 02:06:00,0.0
2014-07-01 02:07:00,0.0
2014-07-01 02:08:00,0.0
2014-07-01 02:09:00,0.0
2014-07-01 02:10:00,0.0
2014-07-01 02:11:00,0.0
2014-07-01 02:12:00,0.0
2014-07-01 02:13:00,0.0
2014-07-01 02:14:00,0.0
2014-07-01 02:15:00,0.0
2014-07-01 02:16:00,0.0
2014-07-01 02:17:00,0.0
2014-07-01 02:18:00,0.0
2014-07-01 02:19:00,0.0
2014-07-01 02:20:00,0.0
2014-07-01 02:21:00,0.0
2014-07-01 02:22:00,0.0
2014-07-01 02:23:00,0.0
2014-07-01 02:24:00,0.0
2014-07-01 02:25:00,0.0
2014-07-01 02:26:00,0.0
2014-07-01 02:27:00,0.0
2014-07-01 02:28:00,0.0
2014-07-01 02:29:00,0.0
2014-07-01 02:30:00,0.0
2014-07-01 02:31:00,0.0
2014-07-01 02:32:00,0.0
2014-07-01 02:33:00,0.0
2014-07-01 02:34:00,0.0
2014-07-01 02:35:00,0.0
2014-07-01 02:36:00,0.0
2014-07-01 02:37:00,0.0
2014-07-01 02:38:00,0.0
2014-07-01 02:39:00,0.0
2014-07-01 02:40:00,0.0
2014-07-01 02:41:00,0.0
2014-07-01 02:42:00,0.0
2014-07-01 02:43:00,0.0
2014-07-01 02:44:00,0.0
2014-07-01 02:45:00,0.0
2014-07-01 02:46:00,0.0
2014-07-01 02:47:00,0.0
2014-07-01 02:48:00,0.0
2014-07-01 02:49:00,0.0
2014-07-01 02:50:00,0.0
2014-07-01 02:51:00,0.0
2014-07-01 02:52:00,0.0
2014-07-01 02:53:00,0.0
2014-07-01 02:54:00,0.0
2014-07-01 02:55:00,0.0
2014-07-01 02:56:00,0.0
2014-07-01 02:57:00,0.0
2014-07-01 02:58:00,0.0
2014-07-01 02:59:00,0.0
2014-07-01 03:00:00,0.0
2014-07-01 03:01:00,0.0
2014-07-01 03:02:00,0.0
2014-07-01 03:03:00,0.0
2014-07-01 03:04:00,0.0
2014-07-01 03:05:00,0.0
2014-07-01 03:06:00,0.0
2014-07-01 03:07:00,0.0
2014-07-01 03:08:00,0.0
2014-07-01 03:09:00,0.0
2014-07-01 03:10:00,0.0
2014-07-01 03:11:00,0.0
2014-07-01 03:12:00,0.0
2014-07-01 03:13:00,0.0
2014-07-01 03:14:00,0.0
2014-07-01 03:15:00,0.0
2014-07-01 03:16:00,0.0
2014-07-01 03:17:00,0.0
2014-07-01 03:18:00,0.0
2014-07-01 03:19:00,0.0
2014-07-01 03:20:00,0.0
2014-07-01 03:21:00,0.0
2014-07-01 03:22:00,0.0
2014-07-01 03:23:00,0.0
2014-07-01 03:24:00,0.0
2014-07-01 03:25:00,0.0
2014-07-01 03:26:00,0.0
2014-07-01 03:27:00,0.0
2014-07-01 03:28:00,0.0
2014-07-01 03:29:00,0.0
2014-07-01 03:30:00,0.0
2014-07-01 03:31:00,0.0
2014-07-01 03:32:00,0.0
2014-07-01 03:33:00,0.0
2014-07-01 03:34:00,0.0
2014-07-01 03:35:00,0.0
2014-07-01 03:36:00,0.0
2014-07-01 03:37:00,0.0
2014-07-01 03:38:00,0.0
2014-07-01 03:39:00,0.0
2014-07-01 03:40:00,0.0
2014-07-01 03:41:00,0.0
2014-07-01 03:42:00,0.0
2014-07-01 03:43:00,0.0
2014-07-01 03:44:00,0.0
2014-07-01 03:45:00,0.0
2014-07-01 03:46:00,0.0
2014-07-01 03:47:00,0.0
2014-07-01 03:48:00,0.0
2014-07-01 03:49:00,0.0
2014-07-01 03:50:00,0.0
2014-07-01 03:51:00,0.0
2014-07-01 03:52:00,0.0
2014-07-01 03:53:00,0.0
2014-07-01 03:54:00,0.0
2014-07-01 03:55:00,0.0
2014-07-01 03:56:00,0.0
2014-07-01 03:57:00,0.0
2014-07-01 03:58:00,0.0
2014-07-01 03:59:00,0.0
2014-07-01 04:00:00,0.0
2014-07-01 04:01:00,0.0
2014-07-01 04:02:00,0.0
2014-07-01 04:03:00,0.0
2014-07-01 04:04:00,0.0
2014-07-01 04:05:00,0.0
2014-07-01 04:06:00,0.0
2014-07-01 04:07:00,0.0
2014-07-01 04:08:00,0.0
2014-07-01 04:09:00,0.0
2014-07-01 04:10:00,0.0
2014-07-01 04:11:00,0.0
2014-07-01 04:12:00,0.0
2014-07-01 04:13:00,0.0
2014-07-01 04:14:00,0.0
2014-07-01 04:15:00,0.0
2014-07-01 04:16:00,0.0
2014-07-01 04:17:00,0.0
2014-07-01 04:18:00,0.0
2014-07-01 04:19:00,0.0002639969515225462
2014-07-01 04:20:00,0.0003692931114446636
2014-07-01 04:21:00,0.0005390484519755156
2014-07-01 04:22:00,0.000790291168373159
2014-07-01 04:23:00,0.0009357475787455367
2014-07-01 04:24:00,0.0011826427280475771
2014-07-01 04:25:00,0.0014740494982705935
2014-07-01 04:26:00,0.0016477495812416041
2014-07-01 04:27:00,0.0017580968356422037
2014-07-01 04:28:00,0.0019849357379968942
2014-07-01 04:29:00,0.0022500041988096405
2014-07-01 04:30:00,0.0024842315729912906
2014-07-01 04:31:00,0.0026245343365898332
2014-07-01 04:32:00,0.002743474178511906
2014-07-01 04:33:00,0.0030170667356909384
2014-07-01 04:34:00,0.0033270357328543496
2014-07-01 04:35:00,0.0034870800854856256
2014-07-01 04:36:00,0.00372898772722488
2014-07-01 04:37:00,0.003822372112289492
2014-07-01 04:38:00,0.004052660320477699
2014-07-01 04:39:00,0.004327407552712614
2014-07-01 04:40:00,0.0045958461934736536
2014-07-01 04:41:00,0.004707606472777529
2014-07-01 04:42:00,0.0050580644025618755
2014-07-01 04:43:00,0.005178498052822176
2014-07-01 04:44:00,0.005340173763271764
2014-07-01 04:45:00,0.005554846683504437
2014-07-01 04:46:00,0.005439944250096186
2014-07-01 04:47:00,0.0069876169764811966
2014-07-01 04:48:00,0.006945496969704024
2014-07-01 04:49:00,0.007091652652223211
2014-07-01 04:50:00,0.007062809811949761
2014-07-01 04:51:00,0.00713061477722819
2014-07-01 04:52:00,0.006655293629706177
2014-07-01 04:53:00,0.008981629333333333
2014-07-01 04:54:00,0.010147139999999999
2014-07-01 04:55:00,0.010490498499999999
2014-07-01 04:56:00,0.010895273833333335
2014-07-01 04:57:00,0.011626906666666667
2014-07-01 04:58:00,0.012388125
2014-07-01 04:59:00,0.01317713
2014-07-01 05:00:00,0.01348111333333333
2014-07-01 05:01:00,0.013086313333333334
2014-07-01 05:02:00,0.012835201666666666
2014-07-01 05:03:00,0.013441596666666666
2014-07-01 05:04:00,0.013991884999999999
2014-07-01 05:05:00,0.014622269999999998
2014-07-01 05:06:00,0.0156478183351025
2014-07-01 05:07:00,0.01739833
2014-07-01 05:08:00,0.018061970000000004
2014-07-01 05:09:00,0.020768868333333333
2014-07-01 05:10:00,0.022308533333333335
2014-07-01 05:11:00,0.024306373333333336
2014-07-01 05:12:00,0.02742362333333333
2014-07-01 05:13:00,0.02851421833333333
2014-07-01 05:14:00,0.029575333333333332
2014-07-01 05:15:00,0.030622938333333332
2014-07-01 05:16:00,0.031597755
2014-07-01 05:17:00,0.03264123
2014-07-01 05:18:00,0.033701176666666666
2014-07-01 05:19:00,0.03480444
2014-07-01 05:20:00,0.035782208333333336
2014-07-01 05:21:00,0.036729479999999995
2014-07-01 05:22:00,0.037556436666666665
2014-07-01 05:23:00,0.0384139
2014-07-01 05:24:00,0.03945986166666667
2014-07-01 05:25:00,0.04068006166666666
2014-07-01 05:26:00,0.041985645
2014-07-01 05:27:00,0.04325388
2014-07-01 05:28:00,0.04445063666666667
2014-07-01 05:29:00,0.04565985166666667
2014-07-01 05:30:00,0.046864285
2014-07-01 05:31:00,0.048020186666666666
2014-07-01 05:32:00,0.04914435833333334
2014-07-01 05:33:00,0.05026571666666667
2014-07-01 05:34:00,0.05138253833333333
2014-07-01 05:35:00,0.05249262166666666
2014-07-01 05:36:00,0.05362913833333333
2014-07-01 05:37:00,0.054724785
2014-07-01 05:38:00,0.055953594999999995
2014-07-01 05:39:00,0.05728210833333334
2014-07-01 05:40:00,0.058620124999999995
2014-07-01 05:41:00,0.060006025
2014-07-01 05:42:00,0.06144535833333333
2014-07-01 05:43:00,0.06281307500000001
2014-07-01 05:44:00,0.06409295
2014-07-01 05:45:00,0.06534102333333335
2014-07-01 05:46:00,0.06668891166666667
2014-07-01 05:47:00,0.06808964833333334
2014-07-01 05:48:00,0.06952369833333333
2014-07-01 05:49:00,0.07093978666666667
2014-07-01 05:50:00,0.072432175
2014-07-01 05:51:00,0.07400984666666667
2014-07-01 05:52:00,0.07549443166666667
2014-07-01 05:53:00,0.07697413166666667
2014-07-01 05:54:00,0.07829423499999999
2014-07-01 05:55:00,0.079677985
2014-07-01 05:56:00,0.081014335
2014-07-01 05:57:00,0.08247031166666667
2014-07-01 05:58:00,0.08398752333333334
2014-07-01 05:59:00,0.08554563166666666
2014-07-01 06:00:00,0.08710688999999999
2014-07-01 06:01:00,0.08866023166666667
2014-07-01 06:02:00,0.09068508
2014-07-01 06:03:00,0.09250220333333332
2014-07-01 06:04:00,0.09405330833333334
2014-07-01 06:05:00,0.09542433833333333
2014-07-01 06:06:00,0.09671476833333333
2014-07-01 06:07:00,0.09800637000000001
2014-07-01 06:08:00,0.09950433166666667
2014-07-01 06:09:00,0.10097518833333333
2014-07-01 06:10:00,0.10231743333333333
2014-07-01 06:11:00,0.10361561666666666
2014-07-01 06:12:00,0.10482908333333332
2014-07-01 06:13:00,0.10604611666666668
2014-07-01 06:14:00,0.10750614997556211
2014-07-01 06:15:00,0.10898788333333333
2014-07-01 06:16:00,0.1104406
2014-07-01 06:17:00,0.11171798333333331
2014-07-01 06:18:00,0.1128455333333333
2014-07-01 06:19:00,0.11391776666666667
2014-07-01 06:20:00,0.11510758333333333
2014-07-01 06:21:00,0.1164128
2014-07-01 06:22:00,0.11756411666666668
2014-07-01 06:23:00,0.11862616000685514
2014-07-01 06:24:00,0.11943069000416205
2014-07-01 06:25:00,0.12027941666666665
2014-07-01 06:26:00,0.12143209999999999
2014-07-01 06:27:00,0.12276709999999998
2014-07-01 06:28:00,0.12399096666666667
2014-07-01 06:29:00,0.12523021666666667
2014-07-01 06:30:00,0.1264317
2014-07-01 06:31:00,0.12769255000000002
2014-07-01 06:32:00,0.12921898333333334
2014-07-01 06:33:00,0.13077668333333334
2014-07-01 06:34:00,0.13244039999999999
2014-07-01 06:35:00,0.13424171666666665
2014-07-01 06:36:00,0.13596291666666666
2014-07-01 06:37:00,0.13831101666666665
2014-07-01 06:38:00,0.14123735
2014-07-01 06:39:00,0.14424540000000002
2014-07-01 06:40:00,0.14699863333333332
2014-07-01 06:41:00,0.14960265
2014-07-01 06:42:00,0.15220633333333333
2014-07-01 06:43:00,0.15425518333333335
2014-07-01 06:44:00,0.15701684999999999
2014-07-01 06:45:00,0.1602222
2014-07-01 06:46:00,0.16335806666666666
2014-07-01 06:47:00,0.16648538332644133
2014-07-01 06:48:00,0.17057316666666666
2014-07-01 06:49:00,0.17536778333333333
2014-07-01 06:50:00,0.17971688333333333
2014-07-01 06:51:00,0.1830607
2014-07-01 06:52:00,0.18542788333333332
2014-07-01 06:53:00,0.1876424
2014-07-01 06:54:00,0.1902438
2014-07-01 06:55:00,0.19250848333333334
2014-07-01 06:56:00,0.1945695
2014-07-01 06:57:00,0.197
2014-07-01 06:58:00,0.20095163333333332
2014-07-01 06:59:00,0.20578863333333333
2014-07-01 07:00:00,0.21149885
2014-07-01 07:01:00,0.21712881666666667
2014-07-01 07:02:00,0.22325933333333334
2014-07-01 07:03:00,0.22985023333333335
2014-07-01 07:04:00,0.23645516666666666
2014-07-01 07:05:00,0.24279041666666668
2014-07-01 07:06:00,0.2489261833333333
2014-07-01 07:07:00,0.25500091666666663
2014-07-01 07:08:00,0.2608568
2014-07-01 07:09:00,0.26680323333333333
2014-07-01 07:10:00,0.2744241333333333
2014-07-01 07:11:00,0.28203253333333334
2014-07-01 07:12:00,0.28988938333333336
2014-07-01 07:13:00,0.29666168333333337
2014-07-01 07:14:00,0.30325326666666663
2014-07-01 07:15:00,0.3099841
2014-07-01 07:16:00,0.3152500333333333
2014-07-01 07:17:00,0.32106399999999996
2014-07-01 07:18:00,0.3258215
2014-07-01 07:19:00,0.33165938333333334
2014-07-01 07:20:00,0.33791043333333337
2014-07-01 07:21:00,0.34410705
2014-07-01 07:22:00,0.3502728
2014-07-01 07:23:00,0.35573725
2014-07-01 07:24:00,0.36021935
2014-07-01 07:25:00,0.3656541166666667
2014-07-01 07:26:00,0.37216725
2014-07-01 07:27:00,0.3788807166666667
2014-07-01 07:28:00,0.38529113094761985
2014-07-01 07:29:00,0.390312185702383
2014-07-01 07:30:00,0.39509285
2014-07-01 07:31:00,0.4007113
2014-07-01 07:32:00,0.40635505
2014-07-01 07:33:00,0.4125863
2014-07-01 07:34:00,0.41898076666666667
2014-07-01 07:35:00,0.4236287166666667
2014-07-01 07:36:00,0.42795921666666664
2014-07-01 07:37:00,0.43352711666666666
2014-07-01 07:38:00,0.44061845000000005
2014-07-01 07:39:00,0.4476840166666666
2014-07-01 07:40:00,0.4547667
2014-07-01 07:41:00,0.46135214999999996
2014-07-01 07:42:00,0.4675775
2014-07-01 07:43:00,0.4732216333333333
2014-07-01 07:44:00,0.4786915
2014-07-01 07:45:00,0.48442813333333334
2014-07-01 07:46:00,0.4902884
2014-07-01 07:47:00,0.495031925017898
2014-07-01 07:48:00,0.5007667666666666
2014-07-01 07:49:00,0.5068183999999999
2014-07-01 07:50:00,0.5135405833333333
2014-07-01 07:51:00,0.5193925833333333
2014-07-01 07:52:00,0.5239034333333333
2014-07-01 07:53:00,0.5298001666666666
2014-07-01 07:54:00,0.5364267333333333
2014-07-01 07:55:00,0.5431049333333333
2014-07-01 07:56:00,0.5497547166666668
2014-07-01 07:57:00,0.5565229
2014-07-01 07:58:00,0.5635413333333333
2014-07-01 07:59:00,0.5696234333333333
2014-07-01 08:00:00,0.5752201333333333
2014-07-01 08:01:00,0.5799278333333334
2014-07-01 08:02:00,0.58513625
2014-07-01 08:03:00,0.5910687666666666
2014-07-01 08:04:00,0.59624385
2014-07-01 08:05:00,0.6027759166666666
2014-07-01 08:06:00,0.6105760333333333
2014-07-01 08:07:00,0.61777355
2014-07-01 08:08:00,0.62418015
2014-07-01 08:09:00,0.6299414000000001
2014-07-01 08:10:00,0.6346964
2014-07-01 08:11:00,0.6390786833333334
2014-07-01 08:12:00,0.6440486
2014-07-01 08:13:00,0.6467606499999999
2014-07-01 08:14:00,0.6493573166666667
2014-07-01 08:15:00,0.6530458166666666
2014-07-01 08:16:00,0.6571605333333334
2014-07-01 08:17:00,0.6616223833333333
2014-07-01 08:18:00,0.6648792166666667
2014-07-01 08:19:00,0.6677966666666666
2014-07-01 08:20:00,0.6714287166666666
2014-07-01 08:21:00,0.6750315
2014-07-01 08:22:00,0.6794283
2014-07-01 08:23:00,0.68337245
2014-07-01 08:24:00,0.68735945
2014-07-01 08:25:00,0.6914899333333334
2014-07-01 08:26:00,0.69534995
2014-07-01 08:27:00,0.6965891000000001
2014-07-01 08:28:00,0.6989597833333333
2014-07-01 08:29:00,0.7015116833333334
2014-07-01 08:30:00,0.7056756166666667
2014-07-01 08:31:00,0.7096622333333333
2014-07-01 08:32:00,0.7142681
2014-07-01 08:33:00,0.7198074999999999
2014-07-01 08:34:00,0.7231540333333334
2014-07-01 08:35:00,0.72498645
2014-07-01 08:36:00,0.7256344833333334
2014-07-01 08:37:00,0.72870925
2014-07-01 08:38:00,0.7324449833333333
2014-07-01 08:39:00,0.7347379333333334
2014-07-01 08:40:00,0.7349538666666666
2014-07-01 08:41:00,0.7393986666666666
2014-07-01 08:42:00,0.7453277333333334
2014-07-01 08:43:00,0.7484566166666666
2014-07-01 08:44:00,0.7478881
2014-07-01 08:45:00,0.7534813
2014-07-01 08:46:00,0.7590280166666666
2014-07-01 08:47:00,0.7641204500000001
2014-07-01 08:48:00,0.7682952000000001
2014-07-01 08:49:00,0.7705176833333333
2014-07-01 08:50:00,0.7699707833333332
2014-07-01 08:51:00,0.7699566666666666
2014-07-01 08:52:00,0.7713004166666667
2014-07-01 08:53:00,0.7718538666666667
2014-07-01 08:54:00,0.7747711333333334
2014-07-01 08:55:00,0.7804878500000001
2014-07-01 08:56:00,0.7836062833333334
2014-07-01 08:57:00,0.7866089833333333
2014-07-01 08:58:00,0.7900641833333333
2014-07-01 08:59:00,0.7962524000000001
2014-07-01 09:00:00,0.8021247833333333
2014-07-01 09:01:00,0.80741935
2014-07-01 09:02:00,0.8140296666666667
2014-07-01 09:03:00,0.8172915666666667
2014-07-01 09:04:00,0.8215767333333334
2014-07-01 09:05:00,0.8289588
2014-07-01 09:06:00,0.8354947333333334
2014-07-01 09:07:00,0.8393754166666667
2014-07-01 09:08:00,0.8388446833333334
2014-07-01 09:09:00,0.8359630166666666
2014-07-01 09:10:00,0.8388546666666667
2014-07-01 09:11:00,0.8433953833333333
2014-07-01 09:12:00,0.8505719
2014-07-01 09:13:00,0.8570504833520254
2014-07-01 09:14:00,0.8579048333333334
2014-07-01 09:15:00,0.8533999
2014-07-01 09:16:00,0.8571042
2014-07-01 09:17:00,0.8616741666666666
2014-07-01 09:18:00,0.86654375
2014-07-01 09:19:00,0.8665219000000001
2014-07-01 09:20:00,0.8707107333333334
2014-07-01 09:21:00,0.8723786333333333
2014-07-01 09:22:00,0.8751025
2014-07-01 09:23:00,0.8766049166666666
2014-07-01 09:24:00,0.8759092666666667
2014-07-01 09:25:00,0.8731308500000001
2014-07-01 09:26:00,0.8746265999999999
2014-07-01 09:27:00,0.8721876000000001
2014-07-01 09:28:00,0.8565035333333333
2014-07-01 09:29:00,0.8808378333333332
2014-07-01 09:30:00,0.8812134666666667
2014-07-01 09:31:00,0.8963897999999999
2014-07-01 09:32:00,0.9114984333333334
2014-07-01 09:33:00,0.9145266833333333
2014-07-01 09:34:00,0.9086985500000001
2014-07-01 09:35:00,0.9134022499999999
2014-07-01 09:36:00,0.9217242999999998
2014-07-01 09:37:00,0.8106472833333334
2014-07-01 09:38:00,0.9380122
2014-07-01 09:39:00,0.9481450833333335
2014-07-01 09:40:00,0.9517812833333333
2014-07-01 09:41:00,0.9573647499999999
2014-07-01 09:42:00,0.9638079166666667
2014-07-01 09:43:00,0.9792140833333333
2014-07-01 09:44:00,0.9936719666666668
2014-07-01 09:45:00,0.9956997999999999
2014-07-01 09:46:00,0.9960878333333332
2014-07-01 09:47:00,0.9975484333333334
2014-07-01 09:48:00,1.004956
2014-07-01 09:49:00,1.0079243333333334
2014-07-01 09:50:00,1.0100325
2014-07-01 09:51:00,1.0160984999999998
2014-07-01 09:52:00,1.0244258333333334
2014-07-01 09:53:00,1.0354543333333333
2014-07-01 09:54:00,1.0274351666666666
2014-07-01 09:55:00,1.0200196666666668
2014-07-01 09:56:00,0.9602939
2014-07-01 09:57:00,0.9851515166666668
2014-07-01 09:58:00,0.8655355499999999
2014-07-01 09:59:00,0.5147548666666667
2014-07-01 10:00:00,0.2489761833333333
2014-07-01 10:01:00,0.2708015333333334
2014-07-01 10:02:00,0.6574889500000001
2014-07-01 10:03:00,1.1037058333333332
2014-07-01 10:04:00,1.1048628333333332
2014-07-01 10:05:00,1.1127436666666666
2014-07-01 10:06:00,1.1152918333333333
2014-07-01 10:07:00,1.1227156666666667
2014-07-01 10:08:00,1.0913384833397832
2014-07-01 10:09:00,1.11127685
2014-07-01 10:10:00,0.6419143166666665
2014-07-01 10:11:00,0.88384125
2014-07-01 10:12:00,1.1110254666666668
2014-07-01 10:13:00,1.1038146666666668
2014-07-01 10:14:00,1.079814
2014-07-01 10:15:00,1.0644193333333332
2014-07-01 10:16:00,1.0660273333333334
2014-07-01 10:17:00,1.0685406666666668
2014-07-01 10:18:00,1.0773445
2014-07-01 10:19:00,1.0920501666666667
2014-07-01 10:20:00,1.106103
2014-07-01 10:21:00,1.1304393333333334
2014-07-01 10:22:00,1.1585900476131539
2014-07-01 10:23:00,1.1560412857054088
2014-07-01 10:24:00,1.0470459333333335
2014-07-01 10:25:00,1.1632718333333332
2014-07-01 10:26:00,1.0923329666666666
2014-07-01 10:27:00,1.1371311666666666
2014-07-01 10:28:00,1.1471828333333334
2014-07-01 10:29:00,1.1453371666666667
2014-07-01 10:30:00,1.138257
2014-07-01 10:31:00,1.1396113333333335
2014-07-01 10:32:00,1.130195
2014-07-01 10:33:00,1.123349
2014-07-01 10:34:00,1.1250233333333333
2014-07-01 10:35:00,1.1255341666666667
2014-07-01 10:36:00,1.1321906666666668
2014-07-01 10:37:00,1.1469686666666667
2014-07-01 10:38:00,1.1589631666666667
2014-07-01 10:39:00,1.1646131666666666
2014-07-01 10:40:00,1.170414
2014-07-01 10:41:00,1.1599226666666667
2014-07-01 10:42:00,1.1611935
2014-07-01 10:43:00,1.1737756666666666
2014-07-01 10:44:00,1.1937380000000002
2014-07-01 10:45:00,1.2134365
2014-07-01 10:46:00,1.215289
2014-07-01 10:47:00,1.2041
2014-07-01 10:48:00,1.2003780000000002
2014-07-01 10:49:00,1.2189885
2014-07-01 10:50:00,1.1844712666666666
2014-07-01 10:51:00,1.1839191833333333
2014-07-01 10:52:00,1.2214141666666667
2014-07-01 10:53:00,1.1890061666666667
2014-07-01 10:54:00,1.1717395
2014-07-01 10:55:00,1.1778243333333334
2014-07-01 10:56:00,1.1945016666666666
2014-07-01 10:57:00,1.2017836666666666
2014-07-01 10:58:00,1.205133
2014-07-01 10:59:00,1.2120183333333332
2014-07-01 11:00:00,1.234381666669036
2014-07-01 11:01:00,1.24227
2014-07-01 11:02:00,1.2583727166666667
2014-07-01 11:03:00,0.5321114833333334
2014-07-01 11:04:00,0.39550111666666665
2014-07-01 11:05:00,0.41581808333333337
2014-07-01 11:06:00,0.5840609666666667
2014-07-01 11:07:00,0.47210036666666666
2014-07-01 11:08:00,0.46326161666666676
2014-07-01 11:09:00,0.42141025
2014-07-01 11:10:00,0.3741614833333334
2014-07-01 11:11:00,0.33822151666666667
2014-07-01 11:12:00,0.3277648166666667
2014-07-01 11:13:00,0.3352258
2014-07-01 11:14:00,0.3401166333357374
2014-07-01 11:15:00,0.3391327750002994
2014-07-01 11:16:00,0.35992796666666665
2014-07-01 11:17:00,0.38642743333333335
2014-07-01 11:18:00,0.7606002333333334
2014-07-01 11:19:00,0.40240125
2014-07-01 11:20:00,0.3443401
2014-07-01 11:21:00,0.32192873333333333
2014-07-01 11:22:00,0.3138041166666667
2014-07-01 11:23:00,0.34145963333333335
2014-07-01 11:24:00,0.3977854333333334
2014-07-01 11:25:00,0.4189823333333333
2014-07-01 11:26:00,0.4387482999999999
2014-07-01 11:27:00,0.6811287333333332
2014-07-01 11:28:00,0.8729879500000001
2014-07-01 11:29:00,0.935167
2014-07-01 11:30:00,0.4990153833333333
2014-07-01 11:31:00,0.4906367666666667
2014-07-01 11:32:00,0.561935150054
2014-07-01 11:33:00,1.2275059000000001
2014-07-01 11:34:00,1.3874736666666665
2014-07-01 11:35:00,1.3556266666666665
2014-07-01 11:36:00,1.29435585
2014-07-01 11:37:00,1.1962316333333332
2014-07-01 11:38:00,1.2510211666666666
2014-07-01 11:39:00,1.230676
2014-07-01 11:40:00,1.1553705666666667
2014-07-01 11:41:00,1.1802298
2014-07-01 11:42:00,0.5086679333333334
2014-07-01 11:43:00,0.6509520666666666
2014-07-01 11:44:00,1.1507292500000001
2014-07-01 11:45:00,0.5825494166666667
2014-07-01 11:46:00,0.4218179
2014-07-01 11:47:00,0.4114373833333333
